BG Word;RU Word;BG Count;RU Count
изписвам;подводить;665;1320000
изпит;испитой;500000;10900
изпит;экзамен;500000;2690000
изпитам;изведать;17800;80600
изпитам;испытать;17800;2220000
изпитам;опросить;17800;180000
изпитам;перевидать;17800;1530
изпитам;перечувствовать;17800;10100
изпитам;переэкзаменовать;17800;527
изпитам;познать;17800;1890000
изпитам;проэкзаменовать;17800;10700
изпитам;спросить;17800;2430000
изпитан;испытанный;18000;361000
изпитан;проверенный;18000;830000
изпитател;испытатель;1850;818000
изпитателен;испытательный;42600;2020000
изпитателен;испытующий;42600;49000
изпитателно;испытующе;986;121000
изпитвам;изведывать;94200;1660
изпитвам;испытывать;94200;2220000
изпитвам;питать;94200;453000
изпитвам;спрашивать;94200;2560000
изпитвам;экзаменовать;94200;30400
изпитване;испытание;260000;2830000
изпитване;опрос;260000;3550000
изпитване;проба;260000;2810000
изпитвач;экзаменатор;109;297000
изпичам;обжигать;514;52200
изпичам;пережигать;514;621
изпичам;прожаривать;514;789
изпичам;пропекать;514;1680
изпичам;упекать;514;1670
изпичане;выпечка;10500;2040000
изпичане;обжиг;10500;393000
изпичане;обжигательный;10500;299
изпиша;выписать;921;746000
изпиша;исписать;921;25800
изпиша;подвести;921;2010000
изпища;взвизгнуть;177;9620
изпищи;пропищать;1750;612
изпищя;вскрикнуть;10800;72300
изпищявам;вскрикивать;178;21100
изпия;выпить;21200;3130000
изпия;испить;21200;256000
изпия;распить;21200;47700
изплавам;выплывать;107;34500
изплавам;выплыть;107;98200
изплавя;выплавить;62;16200
изплавя;намыть;62;21900
изплавя;переполоскать;62;603
изплавя;пополоскать;62;9100
изплаквам;всполаскивать;1750;313
изплаквам;выполаскивать;1750;1360
изплаквам;ополаскивать;1750;33200
изплаквам;переполаскивать;1750;446
изплаквам;споласкивать;1750;13100
изплакваме;полоскание;470;489000
изплакна;всполоснуть;900;602
изплакна;выполоскать;900;610
изплакна;ополоснуть;900;73700
изплакна;переполоскать;900;603
изплакна;пополоскать;900;9100
изплакна;прополоскать;900;88400
изплакна;сполоснуть;900;56700
изплатен;выплаченный;20600;169000
изплати;счесться;69800;1280
изплатя;выплатить;2040;2210000
изплатя;уплатить;2040;1500000
изплача;выплакать;2230;29400
изплаша;испугать;1640;321000
изплаша;напугать;1640;587000
изплаша;пугнуть;1640;21600
изплашвам;пугать;379;1240000
изплашен;испуганный;11700;553000
изплащам;выплачивать;2440;1810000
изплащам;уплачивать;2440;574000
изплащане;выплата;287000;2510000
изплащане;выплачивание;287000;1700
изплащане;уплата;287000;2640000
изплевя;выполоть;67;15600
изплевя;переполоть;67;624
изплевя;прополоть;67;24500
изплескам;вымазать;120;22800
изплесквам;вымазывать;155;3400
изплета;заплести;723;39500
изплета;свить;723;51300
изплета;сплести;723;104000
изплискам;выплескать;113;846
изплискам;выплеснуть;113;243000
изплисквам;выплескивать;119;81800
изплитам;заплетать;295;39500
изплитам;свивать;295;9440
изплитам;сплетать;295;29200
изплувам;всплывать;1850;154000
изплувам;всплыть;1850;144000
изплувам;выныривать;1850;20800
изплувам;вынырнуть;1850;74900
изплувам;выплывать;1850;34500
изплувам;выплыть;1850;98200
изплуване;всплытие;1060;110000
изплювам;выплевывать;635;40200
изплювам;отплевывать;635;8030
изплювам;отплевываться;635;14100
изплювам;сплевывать;635;22600
изплюя;выплюнуть;2000;83600
изплюя;сплюнуть;2000;38800
изповед;исповедь;139000;2120000
изповедник;духовник;19700;411000
изповядам;исповедать;2220;38700
изповядам;исповедовать;2220;296000
изповядвам;исповедать;652;38700
изповядвам;исповедовать;652;296000
изповядвам;исповедоваться;652;115000
изповядване;исповедание;11900;435000
изпогазвам;передавливать;79;2040
изпогазя;передавить;73;23500
изпогризвам;изъедать;61;963
изпогубя;растерять;66;171000
изпод;из-под;61300;2520000
изподраскам;исцарапать;63;11400
изподраскам;исчеркать;63;934
изподраскам;поцарапать;63;167000
изподраскам;расцарапать;63;15900
изподрасквам;расцарапывать;103;1460
изпокарам;перессорить;191;17200
изпокрия;попрятать;86;670
изпокъсам;изодрать;87;2450
изпокъсам;изорвать;87;15300
изпокъсам;истрепать;87;3470
изпокъсам;ободрать;87;60100
изпокъсам;перервать;87;9980
изпокъсам;перерваться;87;285
изпокъсам;порвать;87;747000
изпокъсан;драный;253;67000
изпокъсан;изодранный;253;12400
изпокъсан;изорванный;253;12900
изпокъсан;рваный;253;251000
използвам;использовать;382000;3250000
използвам;попользоваться;382000;218000
използвам;распорядиться;382000;826000
използване;использование;2830000;14800000
използвач;рвач;1320;24200
използвачески;рваческий;216;299
използвачество;рвачество;309;9300
използувам;использовать;801;3250000
използувам;пользоваться;801;2750000
използувам;распоряжаться;801;2040000
използуван;отработанный;9310;400000
използуване;использование;34200;14800000
изполица;издольщина;128;521
изполица;испольщина;128;1790
изполичар;испольщик;88;786
изпомачкам;передавить;59;23500
изпомачкам;перемять;59;2100
изпомачкам;помять;59;86800
изпомачквам;передавливать;76;2040
изпомачквам;растрепывать;76;640
изпомпам;откачать;70;68800
изпомпвам;выкачивать;215;128000
изпомпвам;откачивать;215;78800
изпомпване;выкачка;852;225000
изпомпване;откачка;852;319000
изпонадупчвам;изрешечивать;68;360
изпорежа;перерубить;63;28400
изпорязвам;перерезать;81;283000
изпосека;перерубить;54;28400
изпосека;порубить;54;166000
изпотен;вспотевший;1830;67200
изпотрепвам;перебивать;67;174000
изпотрепя;перебить;108;367000
изпотроша;изломать;301;10900
изпотроша;перебить;301;367000
изпотроша;переколотить;301;1950
изпотроша;переломать;301;64500
изпотроша;поколотить;301;53400
изпотроша;поломать;301;358000
изпотрошавам;изламывать;107;942
изпотъпквам;оттаптывать;112;1570
изпотъпча;оттоптать;56;589
изпотя;упарить;755;520
изпотявам;упаривать;1070;2360
изпотяване;испарина;20800;174000
изпохапан;искусанный;146;14300
изпохапвам;заедать;124;66900
изпохапвам;искусывать;124;830
изпохапвам;перегрызать;124;10500
изпохапя;закусать;72;517
изпохапя;искусать;72;12500
изпохапя;перегрызть;72;81700
изпохапя;перекусать;72;2130
изпохапя;покусать;72;71500
изпоцапам;перепачкать;59;571
изпоцапвам;замызгивать;153;327
изпочупвам;изламывать;134;942
изпочупвам;перебивать;134;174000
изпочупя;изломать;347;10900
изпочупя;переколотить;347;1950
изпочупя;переломать;347;64500
изпочупя;поколотить;347;53400
изпочупя;поломать;347;358000
изпояждам;переедать;113;67000
изпоям;переесть;66;22200
изправен;безотказный;104000;135000
изправен;выпрямленный;104000;53600
изправен;исправный;104000;242000
изправен;прямой;104000;2910000
изправен;стоячий;104000;228000
изправено;стоймя;33500;48400
изправителен;исправительный;947;193000
изправно;безотказно;725;326000
изправно;исправно;725;1250000
изправност;исправность;31800;560000
изправя;выправить;117000;233000
изправя;выпрямить;117000;153000
изправя;поставить;117000;2950000
изправя;разогнуть;117000;57900
изправя;расправить;117000;150000
изправя;распрямить;117000;44000
изправям;выправлять;10200;57300
изправям;выпрямлять;10200;47500
изправям;разгибать;10200;32000
изправям;расправлять;10200;27400
изправям;распрямлять;10200;10700
изправям;спрямлять;10200;648
изправяне;выправление;29000;46700
изправяне;выпрямление;29000;213000
изпразвам;выпрастывать;1850;611
изпразвам;освобождать;1850;609000
изпразвам;осушать;1850;40000
изпразвам;разряжать;1850;50100
изпразване;разрядка;19800;803000
изпразня;выпростать;2620;779
изпразня;опростать;2620;575
изпразня;осушить;2620;102000
изпразня;разрядить;2620;237000
изпран;выстиранный;894;3090
изпран;стираный;894;5340
изпратен;высланный;222000;59000
изпратя;выслать;80300;2270000
изпратя;довести;80300;3040000
изпратя;заслать;80300;368000
изпратя;направить;80300;2170000
изпратя;ниспослать;80300;31000
изпратя;отослать;80300;2920000
изпратя;отправить;80300;4800000
изпратя;отрядить;80300;20600
изпратя;переправить;80300;408000
изпратя;переслать;80300;2550000
изпратя;послать;80300;3220000
изпратя;спровадить;80300;40300
изпращам;высылать;69500;1010000
изпращам;доводить;69500;1130000
изпращам;засылать;69500;60100
изпращам;направлять;69500;2840000
изпращам;ниспосылать;69500;1770
изпращам;отправлять;69500;2300000
изпращам;отряжать;69500;694
изпращам;отсылать;69500;902000
изпращам;переправлять;69500;89600
изпращам;пересылать;69500;339000
изпращам;посылать;69500;2210000
изпращам;слать;69500;354000
изпращам;спроваживать;69500;1950
изпращам;упекать;69500;1670
изпращане;высылка;1630000;1230000
изпращане;засылка;1630000;14100
изпращане;направление;1630000;3910000
изпращане;отправка;1630000;2830000
изпращане;отправление;1630000;2860000
изпращане;отсылка;1630000;795000
изпращане;пересылка;1630000;2390000
изпращане;посылка;1630000;2330000
изпращане;проводы;1630000;883000
изпращач;адресант;17400;42400
изпращач;адресат;17400;2220000
изпращач;отправитель;17400;2310000
изпращя;треснуть;1070;95500
изпращя;хрустнуть;1070;671
изпреварвам;обгонять;929;206000
изпреварвам;обегать;929;18100
изпреварвам;обходить;929;926000
изпреварвам;объезжать;929;191000
изпреварвам;опережать;929;284000
изпреварване;обгон;18800;496000
изпреваря;обежать;680;42800
изпреваря;обогнать;680;787000
изпреваря;обойти;680;2420000
изпреваря;обскакать;680;41200
изпреваря;обставить;680;204000
изпреваря;опередить;680;506000
изпреваря;перегнать;680;356000
изпреваря;предварить;680;51600
изпреваря;предупредить;680;2360000
изпреварям;перегонять;98;108000
изпреварям;предварять;98;57900
изпрегна;выпрячь;121;1880
изпреда;испрясть;134;350
изпреда;спрясть;134;694
изприкажа;переговорить;146;327000
изприказвам;наговаривать;271;59700
изпробвам;испробовать;14300;301000
изпробвам;испытать;14300;2220000
изпробвам;перемеривать;14300;1050
изпробвам;перемерить;14300;13000
изпробвам;перепробовать;14300;69800
изпробвам;попытать;14300;289000
изпробвам;примерить;14300;443000
изпробвам;пристрелять;14300;14400
изпробване;испытание;12000;2830000
изпроводя;выпроводить;198;82600
изпровождам;выпроваживать;104;22300
изпровождане;проводы;50;883000
изпросвам;вымаливать;283;39900
изпросвам;выпрашивать;283;127000
изпрося;выклянчить;2090;25500
изпрося;вымолить;2090;60300
изпрося;выпросить;2090;170000
изпрося;настрелять;2090;17700
изпръскам;набрызгать;307;3400
изпръхвам;шершаветь;93;730
изпръхнал;шершавый;98;223000
изпръхтя;фыркнуть;812;14400
изпрягам;выпрягать;54;1250
изпсувам;выбранить;477;779
изпсувам;выругаться;477;73000
изпсувам;ругнуться;477;16800
изпускам;испускать;14200;79400
изпускам;источать;14200;56000
изпускам;пропускать;14200;1480000
изпускам;ронять;14200;133000
изпускам;спускать;14200;288000
изпускане;выхлоп;46800;649000
изпусна;выпустить;63600;2940000
изпусна;выронить;63600;37200
изпусна;испустить;63600;40600
изпусна;обронить;63600;28900
изпусна;опустить;63600;1440000
изпусна;прозевать;63600;65200
изпусна;проморгать;63600;17700
изпусна;прохлопать;63600;770
изпусна;прошляпить;63600;730
изпусна;сболтнуть;63600;20000
изпусна;спустить;63600;469000
изпусна;упустить;63600;1120000
изпусна;уронить;63600;326000
изпуша;выкурить;3290;210000
изпуша;искурить;3290;986
изпушвам;выкуривать;873;36000
изпушвам;искуривать;873;415
изпущам;опускать;255;708000
изпущане;выпуск;101;5710000
изпъване;вытяжение;1110;121000
изпъване;вытяжка;1110;3610000
изпъдя;выкурить;709;210000
изпъдя;выпереть;709;10500
изпъдя;выставить;709;2280000
изпъдя;вытолкать;709;40200
изпъдя;вытурить;709;13400
изпъдя;вышибить;709;78300
изпъдя;изгнать;709;527000
изпъдя;спровадить;709;40300
изпъдя;турнуть;709;9100
изпъждам;выкуривать;495;36000
изпъждам;вышвыривать;495;15800
изпъждам;вышибать;495;53500
изпъждам;изгонять;495;173000
изпъждам;спроваживать;495;1950
изпъждам;удалять;495;3310000
изпъждане;изгнание;268;2280000
изпъждане;удаление;268;2630000
изпъквам;блестеть;692;111000
изпъквам;выпирать;692;23800
изпъквам;вырисовываться;692;150000
изпъквам;обозначаться;692;112000
изпъкващ;броский;689;80600
изпъкващ;приметный;689;60400
изпъкна;обозначиться;1900;16700
изпъкна;отличиться;1900;319000
изпъкнал;выпуклый;777;381000
изпъкнало;выпукло;2050;127000
изпъкналост;выпуклость;1510;340000
изпъкналост;выступ;1510;1110000
изпълвам;насыщать;777;77500
изпълзя;вылезти;668;462000
изпълзя;выползти;668;77600
изпълзявам;вылезать;224;381000
изпълзявам;выползать;224;79900
изпълком;исполком;611;1830000
изпълнен;исполненный;241000;656000
изпълнение;выполнение;1830000;2800000
изпълнение;выступление;1830000;2930000
изпълнение;исполнение;1830000;3070000
изпълнение;номер;1830000;9420000
изпълним;выполнимый;92700;28700
изпълним;исполнимый;92700;28600
изпълним;осуществимый;92700;19900
изпълнимост;исполнимость;750;985
изпълнимост;осуществимость;750;144000
изпълнител;вершитель;931000;151000
изпълнител;исполнитель;931000;2750000
изпълнителен;исполком;602000;1830000
изпълнителен;исполнительный;602000;2220000
изпълнителка;исполнительница;41700;604000
изпълнителност;исполнительность;1130;813000
изпълнителски;исполнительский;23000;379000
изпълня;бисировать;41800;1660
изпълня;выполнить;41800;2500000
изпълня;заполнить;41800;2340000
изпълня;исполнить;41800;2220000
изпълня;насытить;41800;211000
изпълня;проделать;41800;1220000
изпълня;свершить;41800;127000
изпълня;сыграть;41800;2780000
изпълня;удовлетворить;41800;2900000
изпълнявам;выполнять;47100;2790000
изпълнявам;исполнять;47100;2430000
изпълнявам;проделывать;47100;296000
изпълнявам;свершать;47100;27900
изпълнявам;удовлетворять;47100;1920000
изпълняване;выполнение;34000;2800000
изпълняване;исполнение;34000;3070000
изпълняване;несение;34000;703000
изпърво;сначала;1290;3540000
изпървом;вначале;668;2280000
изпържа;зажарить;1570;77800
изпържа;изжарить;1570;31400
изпържа;поджарить;1570;227000
изпържвам;зажаривать;310;532
изпържвам;поджаривать;310;36100
изпъстрен;испещренный;9600;44600
изпъстрен;расписной;9600;105000
изпъстря;испестрить;284;1490
изпъстря;испещрить;284;1170
изпъстря;расцветить;284;25200
изпъстрям;испестрять;177;142
изпъстрям;испещрять;177;1530
изпъстрям;пестрить;177;48500
изпъстрям;расцвечивать;177;900
изпъча;выпучить;172;10200
изпъча;выпялить;172;440
изпъча;выпятить;172;24100
изпъча;выставить;172;2280000
изпъчвам;выпучивать;170;643
изпъчвам;выпяливать;170;598
изпъчвам;выпячивать;170;64100
изпъчвам;выставлять;170;1490000
изпъшкам;простонать;92;885
изработвам;вылеплять;990;1330
изработвам;вырабатывать;990;856000
изработвам;изготавливать;990;740000
изработвам;изготовлять;990;232000
изработвам;нарабатывать;990;63700
изработване;выработка;296000;2230000
изработване;изготовление;296000;2850000
изработване;производство;296000;9220000
изработен;выработанный;188000;253000
изработен;изготовленный;188000;728000
изработеното;выработка;676;2230000
изработка;выработка;716000;2230000
изработя;вылепить;2290;91200
изработя;выработать;2290;2190000
изработя;изготовить;2290;1710000
изработя;наработать;2290;90800
изработя;отслужить;2290;120000
изработя;произвести;2290;2260000
изработя;сработать;2290;604000
изравни;укатать;63100;16700
изравни;уравнять;63100;253000
изравнителен;уравнительный;2800;49000
изравня;выровнять;1500;504000
изравня;вытрамбовать;1500;280
изравня;загладить;1500;248000
изравня;замыть;1500;974
изравня;заровнять;1500;978
изравня;изгладить;1500;31600
изравня;обкатать;1500;96100
изравня;подровнять;1500;35800
изравня;разровнять;1500;56900
изравня;сгладить;1500;444000
изравня;сквитать;1500;2950
изравня;сравнить;1500;3250000
изравня;уровнять;1500;40500
изравнявам;выравнивать;1160;162000
изравнявам;заглаживать;1160;14700
изравнявам;заравнивать;1160;1270
изравнявам;изглаживать;1160;506
изравнявам;обкатывать;1160;52700
изравнявам;подравнивать;1160;15300
изравнявам;разравнивать;1160;10700
изравнявам;ровнять;1160;46100
изравнявам;сглаживать;1160;117000
изравнявам;укатывать;1160;10300
изравнявам;уравнивать;1160;43500
изравняване;выравнивание;52300;1910000
изравняване;приправка;52300;12200
изравняване;уравнение;52300;2660000
изравям;выкапывать;2800;89100
изравям;протачивать;2800;632
изравям;размывать;2800;43300
изравяне;углубление;832;2280000
Израел;Израиль;1160000;3140000
израждане;вырождение;10500;527000
изражение;выражение;102000;2780000
израз;выражение;584000;2780000
изразен;выраженный;103000;2180000
изразител;выразитель;32400;316000
изразителен;выразительный;9440;661000
изразителен;красноречивый;9440;287000
изразителен;экспрессивный;9440;147000
изразително;выразительно;10600;595000
изразителност;выразительность;819;988000
изразителност;экспрессия;819;655000
изразходвам;затратить;2110;914000
изразходвам;затрачивать;2110;119000
изразходвам;извести;2110;678000
изразходвам;изводить;2110;131000
изразходвам;израсходовать;2110;192000
изразходвам;истощить;2110;37900
изразходвам;истратить;2110;171000
изразходвам;потратить;2110;3080000
изразходвам;проездить;2110;10900
изразходвам;прожить;2110;2370000
изразходвам;прокурить;2110;4130
изразходвам;растрачивать;2110;118000
изразходвам;расходовать;2110;584000
изразходвам;тратить;2110;2350000
изразходване;затрата;38000;112000
изразходване;растрата;38000;641000
изразходване;расходование;38000;2110000
изразходя;затратить;434;914000
изразя;выразить;358000;2590000
изразя;излиться;358000;47300
изразя;изъявить;358000;43800
изразя;облечь;358000;195000
изразявам;изливаться;77400;42200
изразявам;изъявлять;77400;20600
изразявам;облекать;77400;54900
изразявам;пересчитывать;77400;382000
изразяване;выражение;123000;2780000
изразяване;изъявление;123000;96000
изранен;израненный;292;121000
израня;изранить;69;831
израня;изрезать;69;18200
израсна;вымахать;16100;684
израсна;вырасти;16100;1630000
израсна;вытянуться;16100;55900
израсна;отрасти;16100;50300
израснал;выросший;32700;454000
израста;нарасти;194;11400
израствам;вырастать;1180;102000
израствам;вытягиваться;1180;53600
израствам;нарастать;1180;369000
израствам;отрастать;1180;32900
израстване;нарастание;99500;1140000
израстък;нарост;830;230000
израстък;отросток;830;490000
израстък;придаток;830;624000
израстък;росток;830;605000
израсъл;взрослый;9860;2270000
изрева;взреветь;15200;9510
изрева;прорычать;15200;2540
изрева;рявкнуть;15200;27500
изрежа;вылущить;4650;709
изрежа;вынуть;4650;859000
изрежа;выстричь;4650;9430
изрежа;изрезать;4650;18200
изрежа;испилить;4650;247
изрезка;обрезок;1720;69700
изреша;вычесать;88;12000
изрив;сыпь;129;1060000
изригвам;извергать;954;50500
изригвам;изрыгать;954;40300
изригвам;исторгать;954;14300
изригване;извержение;22700;735000
изригна;извергнуть;10300;26400
изригна;изрыгнуть;10300;9730
изригна;исторгнуть;10300;43200
изрисувам;вырисовывать;777;17700
изрисувам;изрисовать;777;817
изрисувам;изрисовывать;777;1140
изрисувам;разрисовать;777;423000
изрисувам;разрисовывать;777;32600
изрисуван;расписной;583;105000
изрия;изрыть;144;1990
изровен;изрытый;2130;19200
изровен;ухабистый;2130;626
изровено;водомоина;689;832
изровя;выкопать;9200;190000
изровя;изрыть;9200;1990
изровя;ископать;9200;509
изровя;откопать;9200;144000
изрод;выродок;31000;294000
изрод;вырожденец;31000;36000
изрод;изверг;31000;354000
изрод;урод;31000;2380000
изругая;выругать;148;12400
изругая;изругать;148;2170
изругая;обругать;148;117000
изръмжа;огрызнуться;12700;26600
изръмжавам;огрызаться;112;62600
изрядко;изредка;110;2490000
изрязан;вырезной;810;26500
изрязан;изрезанный;810;39600
изрязвам;вылущивать;2800;1560
изрязвам;вынимать;2800;399000
изрязвам;выстригать;2800;772
изрязвам;изрезывать;2800;712
изрязвам;испиливать;2800;259
изрязвам;обрезать;2800;486000
изрязвам;прорезать;2800;69300
изрязване;вырез;35800;777000
изрязване;вырезка;35800;714000
изрязване;вырезывание;35800;610
изрязване;обрезка;35800;809000
изрязване;прорез;35800;48000
изрязване;прорезывание;35800;119000
изсвирвам;высвистывать;232;2070
изсвирвам;проигрывать;232;1040000
изсвирване;высвистывание;1470;146
изсвиркване;свист;56;1390000
изсвиря;наиграть;1730;25600
изсвиря;насвистеть;1730;543
изсвиря;просвистеть;1730;912
изсвиря;свистнуть;1730;46500
изсвиря;сыграть;1730;2780000
изседя;отсидеть;54;102000
изсека;вырубить;340;244000
изсека;высечь;340;133000
изсека;порубить;340;166000
изсека;срубить;340;364000
изсекат;вырубить;1190;244000
изселвам;выселять;290;220000
изселвам;высылать;290;1010000
изселване;выселение;11100;1120000
изселване;высылка;11100;1230000
изселен;выселенный;804;689
изселен;высланный;804;59000
изселя;выслать;533;2270000
изсечен;вырубленный;645;38200
изсипвам;вываливать;3170;79400
изсипвам;выливать;3170;133000
изсипвам;выпрастывать;3170;611
изсипвам;высыпать;3170;128000
изсипвам;просыпать;3170;20700
изсипвам;ссыпать;3170;22300
изсипвам;трусить;3170;48800
изсипване;ссыпка;1530;886
изсипя;вылить;2080;366000
изсипя;выпростать;2080;779
изсичам;вырубать;255;143000
изсичам;высекать;255;35700
изсичам;срубать;255;24500
изсичане;вырубка;20600;1170000
изсичане;сведение;20600;1060000
изсичане;сруб;20600;982000
изскачам;выбегать;562;64100
изскачам;выкатываться;562;9710
изскачам;выноситься;562;97700
изскачам;выныривать;562;20800
изскачам;выпрыгивать;562;72500
изскачам;выскакивать;562;109000
изскоквам;выпрыгивать;59;72500
изскокна;выпрыгнуть;290;236000
изскоча;выбежать;436;125000
изскоча;выкатить;436;102000
изскоча;вылететь;436;967000
изскоча;вынестись;436;545
изскоча;вынырнуть;436;74900
изскоча;выпрыгнуть;436;236000
изскоча;выскочить;436;412000
изскубвам;вырывать;322;349000
изскубвам;выщипывать;322;29100
изскубвам;надергивать;322;869
изскубвам;рвать;322;965000
изскубване;выкорчевка;195;1610
изскубна;вырвать;528;826000
изскубя;выщипать;228;16300
изследвам;исследовать;14300;2330000
изследвам;прорабатывать;14300;151000
изследвам;разведать;14300;191000
изследвам;разведывать;14300;46100
изследване;исследование;862000;4780000
изследване;разведка;862000;2170000
изследовател;изыскатель;102000;97500
изследовател;исследователь;102000;2570000
изследователски;изыскательский;208000;51700
изследователски;исследовательский;208000;2130000
изследователски;разведывательный;208000;807000
изслужа;выслужить;77;751
изслужвам;выслуживать;94;1420
изслужване;выслуга;333;279000
изслушам;выслушать;10100;1420000
изслушам;заслушать;10100;243000
изслушам;переслушать;10100;23500
изслушвам;выслушивать;2940;626000
изслушвам;заслушивать;2940;93600
изслушвам;переслушивать;2940;12900
изсмуквам;высасывать;720;125000
изсмуквам;вытягивать;720;272000
изсмукване;вытяжка;677;3610000
изсмуча;вытянуть;921;720000
изстивам;остывать;607;129000
изстивам;простывать;607;766
изстивам;стыть;607;16600
изстивам;холодеть;607;16800
изстина;выстыть;643;292
изстина;озябнуть;643;808
изстина;остынуть;643;19000
изстина;остыть;643;447000
изстина;похолодеть;643;14800
изстина;простыть;643;28400
изстинал;остывший;2120;177000
изстискам;нажать;1060;2520000
изстискам;обжать;1060;26100
изстискам;отжать;1060;239000
изстисквам;надавливать;843;40600
изстисквам;обжимать;843;14500
изстисквам;отжимать;843;59300
изстискване;обжим;1170;170000
изстрадам;выстрадать;701;41400
изстрадам;перестрадать;701;976
изстрел;выстрел;51700;3250000
изстрелвам;выпаливать;1280;528
изстрелвам;исстреливать;1280;314
изстрелям;выпалить;1170;28900
изстрелям;выстрелить;1170;483000
изстрелям;исстрелять;1170;589
изстрижа;выстричь;66;9430
изстуди;застудить;810;19500
изстудя;выморозить;268;2360
изстудя;выстудить;268;1880
изстудя;заморозить;268;1010000
изстудя;нахолодить;268;723
изстудя;остудить;268;309000
изстудя;охладить;268;489000
изстудявам;выстуживать;395;663
изстудявам;замораживать;395;158000
изстудявам;застуживать;395;693
изстудявам;настуживать;395;105
изстудявам;нахолаживать;395;564
изстудявам;остужать;395;21800
изстудявам;охлаждать;395;272000
изстудявам;студить;395;972
изстудявам;холодить;395;10400
изстудяване;охлаждение;1240;3080000
изстъпление;исступление;1610;266000
изстъпление;исступленность;1610;1390
изстъпление;неистовство;1610;249000
изстъргвам;выскабливать;273;609
изстъргвам;выскребать;273;840
изстъргване;выскабливание;645;94100
изстържа;выскоблить;329;14000
изстържа;выскрести;329;14400
изстържа;натереть;329;333000
изстържа;перетереть;329;53600
изсуша;высушить;1250;264000
изсуша;засушить;1250;29800
изсуша;иссушить;1250;18300
изсуша;обсушить;1250;109000
изсуша;осушить;1250;102000
изсушавам;высушивать;788;28700
изсушавам;засушивать;788;584
изсушавам;иссушать;788;860
изсушавам;обсушивать;788;1300
изсушавам;осушать;788;40000
изсушавам;сушить;788;430000
изсушаване;осушение;24500;578000
изсушаване;осушка;24500;114000
изсушаване;просушка;24500;213000
изсушаване;сушение;24500;20200
изсърбам;выхлебать;124;776
изсъскам;прошипеть;112;620
изсъхвам;высыхать;388;46000
изсъхвам;иссыхать;388;1840
изсъхвам;обсыхать;388;675
изсъхвам;отсыхать;388;2200
изсъхвам;просушиваться;388;1300
изсъхвам;просыхать;388;14300
изсъхвам;ссыхаться;388;2080
изсъхвам;усыхать;388;16500
изсъхна;высохнуть;903;181000
изсъхна;захиреть;903;10300
изсъхна;иссохнуть;903;691
изсъхна;обсохнуть;903;44100
изсъхна;отсохнуть;903;557
изсъхна;погореть;903;27500
изсъхна;просохнуть;903;80400
изсъхна;просушиться;903;9400
изсъхна;ссохнуться;903;1090
изсъхна;усохнуть;903;9570
изсъхнал;высохший;9130;156000
изсъхнал;засохший;9130;71100
изсъхнал;иссохший;9130;29400
изтананикам;напеть;258;50400
изтанцувам;протанцевать;300;20700
изтегля;выкачать;111000;175000
изтегля;вытащить;111000;2290000
изтегля;вытянуть;111000;720000
изтегля;навидаться;111000;1160
изтегля;обвести;111000;173000
изтегля;оттянуть;111000;306000
изтегля;протянуть;111000;645000
изтеглям;волочить;2460;64300
изтеглям;выкачивать;2460;128000
изтеглям;вытаскивать;2460;592000
изтеглям;вытягивать;2460;272000
изтеглям;обводить;2460;57800
изтеглям;протягивать;2460;97100
изтегляне;волочение;312000;97300
изтегляне;выборка;312000;2910000
изтегляне;горка;312000;3280000
изтезавам;истязать;1230;71700
изтезавам;пытать;1230;313000
изтезаване;истязание;737;217000
изтезаване;пытка;737;1920000
изтезание;истязание;9810;217000
изтезател;истязатель;79;11800
изтека;вылиться;707;238000
изтека;вытечь;707;35000
изтека;истечь;707;39200
изтека;утечь;707;17000
изтекъл;истекший;120000;1440000
изтепам;свалять;60;13400
изтерзан;издерганный;1610;13600
изтерзан;истерзанный;1610;55400
изтерзая;заездить;67;520
изтерзая;затерзать;67;609
изтерзая;издергать;67;904
изтерзая;истерзать;67;976
изтикам;выпереть;236;10500
изтикам;вытеснить;236;513000
изтикам;оттеснить;236;117000
изтиквам;выпирать;280;23800
изтиквам;вытеснять;280;204000
изтиквам;оттеснять;280;30500
изтиквам;оттирать;280;40200
изтиквам;теснить;280;146000
изтичам;выбежать;2380;125000
изтичам;выливаться;2380;45900
изтичам;вытекать;2380;180000
изтичам;истекать;2380;79700
изтичам;слетать;2380;324000
изтичам;утекать;2380;38500
изтичане;истечение;275000;859000
изтичане;отток;275000;1290000
изтичане;прошествие;275000;943
изтичане;утечка;275000;2640000
изтичвам;выбегать;293;64100
изтласка;прибить;849;233000
изтласкам;взашеи;196;825
изтласкам;взашей;196;97600
изтласкам;выпереть;196;10500
изтласкам;выпихнуть;196;29900
изтласкам;вытеснить;196;513000
изтласкам;вытолкать;196;40200
изтласкам;вытолкнуть;196;125000
изтласкам;оттеснить;196;117000
изтласква;прибивать;13100;54800
изтласквам;выпирать;372;23800
изтласквам;выпихивать;372;13200
изтласквам;выталкивать;372;75000
изтласквам;вытеснять;372;204000
изтласквам;оттеснять;372;30500
изтласквам;теснить;372;146000
изтлея;истлеть;244;16700
изтлявам;истлевать;87;833
изток;восток;1830000;3200000
изтормозвам;изматывать;193;524000
изтормозвам;манежить;193;540
изтормозвам;сживать;193;719
изтормозен;задерганный;1020;20000
изтормозя;задергать;609;1140
изтормозя;измотать;609;35000
изтормозя;проманежить;609;220
